14973.1038,3.1131,3.1085,3.1411,3.0945,3.1038,3.0805,3.1085,3.0992,3.0992,3.0852,3.0619,3.1131,3.1085,3.1178,3.1085,3.0898,3.0759,3.0759,3.0759,3.1085,3.0898,3.1411,3.0852,3.0759,3.1085,3.0945,3.1085,3.1411,3.0945
33263.0665,3.0805,3.0759,3.1038,3.0898,3.0852,3.1225,3.0805,3.1178,3.0619,3.1364,3.0945,3.0619,3.0712,3.1038,3.1131,3.1411,3.1038,3.1411,3.1271,3.1411,3.0805,3.0619,3.1271,3.1038,3.0945,3.1225,3.1085,3.0619,3.1178
51533.1038,3.1178,3.1178,3.1038,3.1085,3.1225,3.0992,3.1038,3.0992,3.1178,3.0992,3.1458,3.0852,3.0852,3.0852,3.0898,3.0759,3.1225,3.0852,3.0945,3.1271,3.0759,3.0852,3.1038,3.1038,3.0992,3.0852,3.0945,3.1085,3.1038
69793.0945,3.0712,3.1131,3.0945,3.0945,3.0898,3.0665,3.0665,3.0852,3.0945,3.0852,3.0712,3.0992,3.1271,3.1178,3.0712,3.0852,3.1131,3.1178,3.1131,3.0945,3.1225,3.1085,3.1038,3.1038,3.0712,3.0572,3.1178,3.1271,3.0712
14272.6518,2.6005,2.6005,2.5912,2.6191,2.6424,2.6424,2.6005,2.6052,2.6098,2.6191,2.6238,2.6238,2.6285,2.6098,2.6238,2.5912,2.6238,2.6191,2.6098,2.6238,2.6052,2.6378,2.6191,2.6331,2.6238,2.6145,2.5865,2.6331,2.6005
32532.5819,2.5958,2.6285,2.6238,2.6052,2.6098,2.6378,2.6518,2.6052,2.5958,2.6285,2.6191,2.6145,2.6331,2.6378,2.6424,2.6191,2.6331,2.6005,2.6052,2.6424,2.5912,2.5819,2.6145,2.6471,2.5865,2.6098,2.6005,2.6285,2.6145
50762.6471,2.6191,2.6518,2.6145,2.6005,2.6005,2.6098,2.6238,2.6098,2.6238,2.6564,2.6285,2.5958,2.6005,2.6191,2.6052,2.6052,2.6052,2.5958,2.6285,2.6145,2.6005,2.6471,2.6052,2.6052,2.6424,2.5958,2.6005,2.6052,2.6331
68982.5819,2.5725,2.5912,2.6191,2.6471,2.6331,2.6191,2.6378,2.6378,2.6191,2.6424,2.6005,2.6052,2.6005,2.6005,2.6145,2.5819,2.5958,2.5958,2.5958,2.6098,2.6238,2.6098,2.6052,2.6145,2.5958,2.6005,2.6191,2.5912,2.6145
14272.6145,2.6191,2.6005,2.5958,2.6191,2.6285,2.6424,2.5958,2.6331,2.6098,2.6238,2.6238,2.6005,2.6285,2.5958,2.5912,2.6238,2.6285,2.6052,2.6471,2.6005,2.6424,2.6005,2.6145,2.5958,2.6285,2.6145,2.5912,2.6052,2.6098
32502.5958,2.5772,2.6052,2.6005,2.5912,2.6145,2.6005,2.6285,2.6145,2.6052,2.6331,2.5819,2.6145,2.6331,2.6331,2.6424,2.6191,2.6331,2.6052,2.6005,2.6424,2.5958,2.5819,2.6005,2.6145,2.6005,2.6331,2.5912,2.6145,2.6424
50762.6191,2.6611,2.6285,2.6052,2.6191,2.5958,2.6378,2.6005,2.6145,2.6238,2.6052,2.6238,2.6378,2.6005,2.6145,2.6005,2.6052,2.6005,2.5912,2.6331,2.6285,2.6424,2.6052,2.6145,2.6098,2.6098,2.6378,2.6052,2.6238,2.6191
68982.6285,2.6378,2.6518,2.6005,2.6145,2.5912,2.6145,2.6471,2.6518,2.5958,2.6052,2.6052,2.6052,2.6471,2.6424,2.6471,2.6285,2.6424,2.6145,2.5912,2.6238,2.6191,2.6098,2.6005,2.6238,2.6005,2.6191,2.6378,2.5772,2.6191
14282.6052,2.6005,2.6052,2.6005,2.6052,2.6005,2.5912,2.6238,2.5912,2.6238,2.6145,2.5912,2.6052,2.6052,2.6098,2.6098,2.6052,2.5958,2.6005,2.6191,2.6238,2.6052,2.6471,2.5958,2.6145,2.6331,2.5958,2.6424,2.5912,2.6005
32512.6285,2.6238,2.6052,2.5912,2.5819,2.6052,2.5958,2.6238,2.6285,2.6378,2.5865,2.6331,2.6238,2.5865,2.6145,2.6378,2.6285,2.6471,2.6098,2.5819,2.5772,2.6424,2.5958,2.5819,2.6098,2.6098,2.6098,2.6005,2.6285,2.6191
50722.6005,2.5819,2.6191,2.5958,2.6052,2.6191,2.6005,2.5958,2.6052,2.6238,2.6005,2.5958,2.5912,2.6331,2.6005,2.6098,2.6191,2.5958,2.6145,2.6331,2.6238,2.6471,2.6145,2.5912,2.6191,2.5912,2.6191,2.6191,2.6098,2.6285
68982.6005,2.6005,2.6191,2.5865,2.6145,2.6471,2.6378,2.6145,2.6005,2.5865,2.6098,2.5958,2.6052,2.6424,2.6471,2.6424,2.6238,2.6052,2.5865,2.5865,2.5865,2.5819,2.5865,2.6145,2.6378,2.6005,2.6285,2.6285,2.6005,2.6238
14272.5958,2.6424,2.6331,2.6331,2.6285,2.6052,2.6005,2.6471,2.6238,2.6005,2.6191,2.5958,2.6471,2.6238,2.6191,2.6145,2.6052,2.5958,2.6052,2.5958,2.6238,2.5958,2.5865,2.6238,2.6378,2.5912,2.6238,2.6238,2.6005,2.6191
32542.5912,2.6005,2.6052,2.6005,2.5912,2.6238,2.6424,2.5819,2.6238,2.6518,2.5912,2.6191,2.6331,2.6331,2.6378,2.6331,2.6238,2.6471,2.6145,2.6191,2.6238,2.6191,2.5819,2.6471,2.5958,2.5819,2.6098,2.6098,2.6098,2.6052
50762.6005,2.5865,2.6098,2.6238,2.6098,2.6238,2.6471,2.6285,2.6191,2.5958,2.6005,2.6005,2.6285,2.6191,2.6145,2.6471,2.6098,2.5912,2.6191,2.6098,2.6424,2.6191,2.6378,2.6191,2.5865,2.5912,2.5958,2.6238,2.5912,2.6191
68982.5958,2.6471,2.6378,2.6378,2.6378,2.6518,2.6052,2.6052,2.6145,2.6052,2.6191,2.5912,2.6471,2.6471,2.6378,2.6331,2.6471,2.6285,2.6005,2.5865,2.5865,2.5865,2.6285,2.6098,2.6005,2.6145,2.6098,2.6052,2.6191,2.5912
14322.6331,2.5958,2.6145,2.6191,2.5912,2.6191,2.5958,2.6378,2.6098,2.6145,2.6378,2.6098,2.6285,2.6052,2.6145,2.5958,2.6098,2.6052,2.5958,2.6005,2.6191,2.6191,2.6191,2.6471,2.6052,2.6285,2.6145,2.6518,2.5912,2.6052
32552.5772,2.5958,2.5865,2.6052,2.6052,2.6052,2.6052,2.6471,2.6378,2.6005,2.6098,2.6191,2.6052,2.5865,2.6098,2.6145,2.6098,2.5958,2.6098,2.5912,2.5912,2.5912,2.5912,2.5819,2.6005,2.6285,2.6098,2.6005,2.6145,2.5958
50862.5819,2.6518,2.6424,2.5912,2.6145,2.6518,2.6238,2.5912,2.6238,2.6098,2.6145,2.6285,2.5912,2.6098,2.6098,2.6424,2.6145,2.6238,2.6005,2.5912,2.6191,2.6378,2.6285,2.6471,2.6145,2.6191,2.5958,2.6378,2.6052,2.6471
14272.5912,2.5958,2.6191,2.5958,2.6005,2.6052,2.6238,2.6005,2.6238,2.6285,2.5958,2.6378,2.6005,2.6145,2.6378,2.5958,2.6191,2.5912,2.6098,2.6005,2.5912,2.5958,2.6005,2.6098,2.6191,2.6145,2.6098,2.6238,2.6052,2.6518
14272.6145,2.6145,2.6005,2.6145,2.5912,2.6518,2.6191,2.6378,2.5912,2.6005,2.6005,2.6191,2.6238,2.6285,2.6005,2.6098,2.6098,2.6098,2.6098,2.6098,2.5958,2.6052,2.6098,2.6331,2.6005,2.6331,2.6098,2.6191,2.6471,2.6052
32502.5958,2.5772,2.5912,2.6378,2.5865,2.6238,2.6145,2.6098,2.6331,2.6145,2.6191,2.6005,2.6378,2.6424,2.6052,2.5819,2.6238,2.6145,2.6052,2.6005,2.5912,2.6005,2.6331,2.6145,2.6238,2.5865,2.6098,2.6331,2.5912,2.5865
50712.6191,2.6005,2.6378,2.6005,2.6191,2.6378,2.6098,2.6052,2.6518,2.6005,2.6052,2.6098,2.6005,2.6238,2.6378,2.5958,2.6191,2.6564,2.6145,2.6238,2.5958,2.6238,2.5865,2.6378,2.5958,2.6145,2.6331,2.6098,2.6005,2.6285
68972.5958,2.5865,2.6098,2.6238,2.6191,2.6005,2.6145,2.5958,2.6378,2.5865,2.5819,2.6191,2.6145,2.6005,2.5865,2.6378,2.6471,2.6424,2.6285,2.6285,2.6145,2.5772,2.6285,2.6098,2.6331,2.6005,2.6052,2.6331,2.5912,2.5912
14911.3142,1.3189,1.3236,1.3189,1.3142,1.3189,1.3096,1.3329,1.3096,1.3236,1.2909,1.3329,1.3189,1.2909,1.2863,1.2816,1.2863,1.3049,1.3003,1.2863,1.3469,1.3142,1.2863,1.3236,1.3003,1.2909,1.2909,1.3142,1.3189,1.3096
33451.2769,1.3003,1.3142,1.2909,1.3142,1.2816,1.3096,1.2909,1.2909,1.3236,1.3142,1.3282,1.2723,1.3189,1.3003,1.3003,1.2863,1.3375,1.2909,1.2863,1.3049,1.2956,1.3096,1.3282,1.3375,1.3375,1.3282,1.3189,1.3236,1.3236
51681.3003,1.2676,1.3282,1.2769,1.3003,1.2909,1.2956,1.3096,1.3003,1.3049,1.3282,1.3049,1.2816,1.3282,1.2816,1.3142,1.3189,1.3142,1.3329,1.3329,1.3189,1.3142,1.3049,1.3142,1.2956,1.2816,1.3329,1.3049,1.2769,1.3329
69891.2583,1.2583,1.2397,1.3142,1.2536,1.2816,1.2676,1.3003,1.2350,1.3049,1.2676,1.2397,1.2956,1.2676,1.2350,1.2630,1.2769,1.2536,1.3003,1.2490,1.2397,1.2583,1.2863,1.2909,1.2723,1.2536,1.2257,1.2443,1.2583,1.2583
14280.9088,0.9274,0.9600,0.9414,0.9041,0.9134,0.9181,0.9321,0.8808,0.9134,0.8995,0.8855,0.9228,0.8668,0.8901,0.9134,0.9134,0.9041,0.9181,0.9321,0.9134,0.8948,0.9134,0.8901,0.9414,0.8995,0.9181,0.9088,0.9274,0.9041
32520.8715,0.8808,0.8575,0.8808,0.9088,0.9181,0.8995,0.8715,0.9041,0.9414,0.9134,0.9041,0.9228,0.9554,0.9367,0.9041,0.9228,0.9367,0.9414,0.9461,0.9414,0.9321,0.9274,0.9647,1.0066,0.9787,0.9554,0.9647,1.0160,0.9740
50790.8948,0.9088,0.8808,0.9134,0.8715,0.8995,0.9274,0.9274,0.9041,0.8948,0.8995,0.9088,0.8855,0.9367,0.8948,0.9461,0.8901,0.8808,0.8901,0.8901,0.8901,0.8901,0.8901,0.8808,0.9228,0.9181,0.8995,0.8855,0.9414,0.9041
69010.8389,0.8855,0.9274,0.8901,0.8668,0.8901,0.9181,0.8808,0.9041,0.9414,0.9228,0.9041,0.9321,0.9694,0.9228,0.9134,0.9787,0.9600,0.9554,0.9554,0.9600,0.9740,0.9833,0.9600,0.9461,0.9274,0.9600,0.9927,0.9600,0.9321
14280.7876,0.7783,0.8249,0.7643,0.7783,0.7969,0.8202,0.7829,0.7923,0.8156,0.8296,0.8249,0.7923,0.8202,0.7969,0.7923,0.8156,0.8249,0.8296,0.8249,0.8156,0.8062,0.8202,0.8016,0.8529,0.8249,0.7969,0.8296,0.7969,0.8389
32520.7829,0.7923,0.8482,0.8109,0.8109,0.8342,0.8622,0.8575,0.8156,0.8575,0.8202,0.8808,0.8389,0.8715,0.8948,0.8529,0.8529,0.8668,0.8715,0.8715,0.8668,0.8622,0.8575,0.8482,0.8668,0.8995,0.8995,0.8715,0.8529,0.8855
50730.7783,0.7503,0.8156,0.7690,0.7969,0.7503,0.7783,0.7457,0.7923,0.7783,0.7876,0.8016,0.7829,0.7596,0.8016,0.7736,0.8016,0.7829,0.7783,0.7876,0.7923,0.7923,0.7923,0.7876,0.7783,0.7923,0.8389,0.8156,0.7969,0.7969
69000.7410,0.7550,0.7969,0.8296,0.8482,0.8156,0.8062,0.8342,0.8575,0.8109,0.8668,0.8529,0.8435,0.8296,0.8622,0.8715,0.8296,0.8202,0.8296,0.8389,0.8435,0.8435,0.8342,0.8249,0.8482,0.8855,0.8901,0.8622,0.8342,0.8482
14890.8249,0.9461,2.1578,2.7403,1.9434,2.3255,1.9527,2.1438,1.4960,0.7317,0.7596,0.7923,0.7923,0.8855,1.7570,1.8176,0.9321,2.0785,2.5679,1.3562,2.7170,1.5939,1.4074,1.7523,2.6657,2.6564,0.9740,2.1578,2.7077,1.2490
33200.7736,0.8016,1.0905,0.8296,1.2024,0.7783,0.8202,0.7969,0.8389,1.9574,3.2996,2.9034,1.6451,2.7124,1.2164,2.7543,2.0180,0.9367,1.0346,0.8575,0.8715,0.8296,0.8575,0.7969,0.8296,0.7969,0.8948,1.7243,1.3375,0.9927
51431.7476,2.2743,2.3442,2.2929,2.3069,2.2417,2.3069,2.6797,2.9127,2.0366,0.7410,3.7423,0.7783,0.8202,1.2723,1.7476,1.5566,2.5120,2.1531,1.6777,1.4494,1.4680,1.7430,2.1671,1.8642,1.3795,2.2370,1.3702,2.1904,1.4074
69660.7550,0.8296,0.8109,1.8781,0.8855,1.9294,0.8762,0.7783,1.1185,1.2676,2.2137,3.0619,2.0133,2.9174,1.2909,2.3768,1.0206,1.6731,2.1112,2.3255,1.7989,0.9694,0.8249,0.8249,1.5379,2.1158,2.2650,1.8502,1.4540,2.2277
14272.0552,1.6638,2.0273,2.4420,2.1158,1.3422,2.2696,2.4793,2.3675,0.6571,0.6571,0.6431,0.7503,1.4028,1.8036,1.2956,1.6498,1.5426,2.0506,1.5426,2.3116,1.7989,2.4001,1.1418,2.0785,2.1904,1.5799,1.7616,1.9387,2.0739
32500.7130,0.6897,1.6218,1.6964,0.9461,0.7550,1.2303,1.0626,1.0766,3.2716,2.7869,2.1904,1.8409,2.1018,1.0999,1.8129,1.9480,1.4447,2.3022,2.3209,1.9154,2.0040,2.2277,1.5985,2.1438,1.3236,0.6991,1.5426,1.3469,1.2164
50751.8502,1.0672,2.5492,1.8502,2.5539,2.1298,1.9061,1.9061,1.4447,1.4913,0.6198,0.7317,0.6851,1.4121,1.3655,1.2769,1.6498,2.0785,1.7756,2.3442,2.3395,2.3908,2.4467,1.8968,2.2696,2.4514,2.1578,2.4607,1.7104,2.5166
68970.6478,0.6711,2.0366,1.5566,1.5752,0.7550,0.7410,1.5566,1.8688,1.0066,2.1205,3.1271,1.6777,2.7636,1.4121,2.0506,1.3655,1.8502,1.9760,0.7457,0.8995,1.1185,1.5706,0.8249,1.4634,0.7923,1.6451,1.3189,0.9833,1.8921
14271.9294,1.3049,2.3395,1.6871,1.3608,1.7616,1.5706,1.6172,1.9574,0.6618,0.6664,0.6478,0.9041,0.9694,1.7057,1.6591,0.9274,1.0439,1.1045,1.2024,1.9807,2.3069,1.7710,2.4327,1.2723,1.5193,1.3236,1.4168,1.5240,1.0626
32500.6758,0.6758,1.6451,0.7270,1.0393,1.7290,0.6851,2.0086,0.9088,1.1744,1.6544,1.5985,2.4747,2.2510,2.4514,1.4680,2.0646,1.7104,1.4494,1.1558,1.2676,1.0486,0.7736,1.4028,0.7363,1.5379,1.0486,1.8502,1.6544,1.4447
50731.5333,1.5146,2.5353,1.8082,1.5892,1.3189,1.3003,1.7570,2.0599,0.6431,0.6711,0.6851,0.9927,1.6917,1.8688,1.9527,2.1018,1.5379,2.1811,1.9993,2.4420,1.5379,2.4654,2.2650,1.7383,2.4467,2.0366,2.4187,2.0879,2.4514
68980.6292,0.6478,0.7923,0.9414,2.0879,1.5799,1.7197,0.7363,1.2909,1.5939,2.4560,2.0925,2.9221,2.0086,1.2443,2.0785,1.2536,2.2230,2.1391,2.3162,2.1624,1.9620,1.9853,1.2630,0.7596,1.1185,1.8082,1.4261,0.9694,1.8455
2264070.8016,1.9713,1.2863,2.5120,2.1438,1.1884,2.4607,1.8129,1.8082,0.6804,0.6525,0.6664,0.6525,0.8948,0.9647,1.2117,0.8901,1.5473,1.5100,2.2976,2.3488,2.0972,1.3702,2.3815,2.1624,2.4281,1.3189,1.8642,2.4094,1.2257
2482160.6431,0.6758,1.9387,1.3515,0.7690,0.8575,1.7476,1.6684,0.9787,0.8529,3.6351,2.7916,1.6405,2.2883,1.4401,2.3954,2.3768,1.9760,1.2816,2.2277,2.1811,2.1857,2.2650,2.0366,1.3655,1.9387,1.9014,1.9108,1.9667,1.9667
2700212.2743,2.1857,1.3375,1.9108,2.5586,2.5213,2.4514,1.8781,1.6498,0.7130,0.6525,0.6245,0.7363,0.6711,1.5006,1.5845,1.7523,1.6032,1.1278,2.1438,2.3861,2.3815,2.3815,2.4234,1.3469,2.4887,2.1158,1.2490,1.6731,2.2650
2918260.6664,0.6385,0.8296,1.6731,0.7457,1.4727,0.6851,1.8409,1.6032,3.1551,3.4114,1.8455,2.7263,2.2510,2.3488,1.0859,1.5100,1.8595,1.8222,1.3562,2.2836,2.0086,1.8828,1.9201,1.1092,1.6405,0.9833,1.6638,1.1604,1.8502
14271.8502,2.0133,1.9387,2.1997,1.2070,1.5286,2.0226,1.6451,1.9154,0.6711,0.6897,0.6851,0.6478,0.7130,1.3469,1.7476,2.0552,2.0226,1.9387,1.7197,2.0879,2.2184,2.3675,1.7849,2.3395,1.8642,1.2630,1.3003,1.6265,1.8735
132320.6571,0.7224,1.6684,0.7130,1.5799,0.6758,1.3003,0.6944,1.7383,1.7663,3.0852,2.6704,2.8242,1.2536,2.3116,1.1884,1.7150,1.8968,1.4307,1.6684,2.0646,0.7783,0.9973,1.3142,0.8808,0.8575,1.4540,0.7270,1.5146,0.9414
350402.2650,2.3442,1.5752,1.4540,2.3209,2.0832,2.5446,2.4654,2.5725,0.6571,0.6338,0.6292,0.8762,0.6758,1.4680,1.2490,1.0533,2.2184,2.0925,1.5333,2.2696,2.1764,2.0972,2.1391,1.8595,2.2789,2.4141,1.5845,2.0226,1.3236
568460.6571,0.6664,1.4587,1.6917,1.4727,1.4214,0.6758,1.6731,1.6917,3.7656,2.8988,2.1624,2.9780,2.1298,2.5586,1.5006,2.3022,2.2184,1.9341,0.8668,1.0719,0.8762,0.9507,0.7037,0.8762,1.4261,0.7410,1.3142,0.6851,1.4447
2414141.6032,0.8668,1.7476,1.8968,2.0879,2.0086,2.2929,2.2650,2.3395,2.3582,0.6618,0.6525,0.6618,0.6991,1.1138,1.3096,1.3748,1.6218,1.7290,1.9341,1.2583,2.1065,1.7663,1.7943,1.8781,1.6265,1.7523,2.2836,2.2184,2.0972
2632200.6711,0.7130,2.0226,2.0273,1.5659,1.4028,1.5146,1.7057,1.5799,3.4254,4.2643,3.4301,2.5865,1.8269,1.5985,2.6704,1.2536,1.8735,2.0785,1.5100,1.9667,0.7783,1.7243,1.9247,1.0905,1.7243,0.7550,1.0579,1.3189,0.7317
2800302.0832,1.6638,2.5446,1.9480,2.2976,2.5446,1.9434,2.0599,2.5912,0.6105,0.6664,0.6198,0.6292,0.8296,1.1418,1.4168,1.6032,1.7197,1.8642,1.7290,1.7849,1.6544,2.2044,1.9108,2.3069,1.8548,2.1717,1.7849,2.3815,2.3954
3018380.6897,0.8389,2.1671,1.9014,0.9787,1.5566,1.2024,1.2210,1.7803,2.1904,2.9966,3.0339,3.2390,1.9993,1.6777,1.3003,1.2676,1.8222,2.3349,0.9647,2.0040,1.0346,1.3748,0.7969,1.7010,0.7270,1.6405,0.6991,1.1558,1.7803
14271.1465,1.0719,2.4980,2.4700,1.6078,2.2883,2.2743,1.7150,1.5892,0.6431,0.6338,0.6292,0.6478,0.7457,0.7037,1.1837,1.2676,1.2956,1.6125,1.9154,2.0226,1.9247,1.9294,2.0226,2.1717,2.0599,1.6311,1.8036,2.0413,1.5612
32550.6851,0.6571,0.8529,1.1604,1.3236,1.9434,1.1278,0.7876,0.7923,1.0905,3.7470,3.0712,2.2184,1.8781,1.6311,1.5053,1.6125,1.5053,1.4168,1.2723,0.8855,2.1904,0.9274,1.9061,1.7943,1.2909,0.9414,1.9294,1.5053,0.7317
